page,entity_name,label,context,file
1754,England,GPE,"JULY 24, 1621

Since our generall endeavours and designes haue not yet effected a due establishment of the honor and rights belonging to the Church and ministerie, wee must requier your most Earnest care to aduance all things appertayning therevnto, seriously Endeauoring the establishment of due ord",cleaned_VCRSection7.json
1754,Virginia,GPE,"JULY 24, 1621

Since our generall endeavours and designes haue not yet effected a due establishment of the honor and rights belonging to the Church and ministerie, wee must requier your most Earnest care to aduance all things appertayning therevnto, seriously Endeauoring the establishment of due ord",cleaned_VCRSection7.json
1755,Captaine,GPE,"470 RECORDS OF THE VIRGINIA COMPANY

4 Item that you vse good prudence, yt no iust cause of offence bee giuen to any other Prince state or People wch are in league or amitie wth his Mat. And yt no Captaine or other of our Colonie vnder pretence of trade to the Coast of the West Indies bee suffred to",cleaned_VCRSection7.json
1755,the Coast of the West Indies,LOC,"470 RECORDS OF THE VIRGINIA COMPANY

4 Item that you vse good prudence, yt no iust cause of offence bee giuen to any other Prince state or People wch are in league or amitie wth his Mat. And yt no Captaine or other of our Colonie vnder pretence of trade to the Coast of the West Indies bee suffred to",cleaned_VCRSection7.json
1755,accesse,GPE,"470 RECORDS OF THE VIRGINIA COMPANY

4 Item that you vse good prudence, yt no iust cause of offence bee giuen to any other Prince state or People wch are in league or amitie wth his Mat. And yt no Captaine or other of our Colonie vnder pretence of trade to the Coast of the West Indies bee suffred to",cleaned_VCRSection7.json
1755,the Coast of Virginia,LOC,"470 RECORDS OF THE VIRGINIA COMPANY

4 Item that you vse good prudence, yt no iust cause of offence bee giuen to any other Prince state or People wch are in league or amitie wth his Mat. And yt no Captaine or other of our Colonie vnder pretence of trade to the Coast of the West Indies bee suffred to",cleaned_VCRSection7.json
1755,Savages,LOC,"470 RECORDS OF THE VIRGINIA COMPANY

4 Item that you vse good prudence, yt no iust cause of offence bee giuen to any other Prince state or People wch are in league or amitie wth his Mat. And yt no Captaine or other of our Colonie vnder pretence of trade to the Coast of the West Indies bee suffred to",cleaned_VCRSection7.json
1755,Towne,GPE,"470 RECORDS OF THE VIRGINIA COMPANY

4 Item that you vse good prudence, yt no iust cause of offence bee giuen to any other Prince state or People wch are in league or amitie wth his Mat. And yt no Captaine or other of our Colonie vnder pretence of trade to the Coast of the West Indies bee suffred to",cleaned_VCRSection7.json
1756,Encreased,GPE,"JULY 24, 1621

471 long vppon the Collony ther, as wee are assured the loue of all good men here to the Plantation will therby be Encreased.

7 Item that imediatlie after the gatheringe in of the present yeares Cropp by Sr George Yeardlie, wee requier yt the land belonging to the place of Governor b",cleaned_VCRSection7.json
1756,Captaine,GPE,"JULY 24, 1621

471 long vppon the Collony ther, as wee are assured the loue of all good men here to the Plantation will therby be Encreased.

7 Item that imediatlie after the gatheringe in of the present yeares Cropp by Sr George Yeardlie, wee requier yt the land belonging to the place of Governor b",cleaned_VCRSection7.json
1756,Virginia,GPE,"JULY 24, 1621

471 long vppon the Collony ther, as wee are assured the loue of all good men here to the Plantation will therby be Encreased.

7 Item that imediatlie after the gatheringe in of the present yeares Cropp by Sr George Yeardlie, wee requier yt the land belonging to the place of Governor b",cleaned_VCRSection7.json
1757,Burroughs,GPE,"472 RECORDS OF THE VIRGINIA COMPANY maintaininge of the said Staple Comodities: Wee therfore requier you that vpon all such occationes wherin the said master [MARGINAL NOTE: * * *] shall haue occation to bee Employed, you giue him all such countenance, help and power in the execution therof, as you ",cleaned_VCRSection7.json
1758,Colonies,GPE,"JULY 24, 1621 473 the partie whome it shall concerne right and Justice no lesse, then if they had been particularly here by name [comen] Commended vnto you. 12 Item that the Captaines and head of eu'ie particular Plantation or Hundreds as likewise eu'ie Chief officer that hath people vnder his Charg",cleaned_VCRSection7.json
1758,Colonies,GPE,"JULY 24, 1621 473 the partie whome it shall concerne right and Justice no lesse, then if they had been particularly here by name [comen] Commended vnto you. 12 Item that the Captaines and head of eu'ie particular Plantation or Hundreds as likewise eu'ie Chief officer that hath people vnder his Charg",cleaned_VCRSection7.json
1758,Carefull,LOC,"JULY 24, 1621 473 the partie whome it shall concerne right and Justice no lesse, then if they had been particularly here by name [comen] Commended vnto you. 12 Item that the Captaines and head of eu'ie particular Plantation or Hundreds as likewise eu'ie Chief officer that hath people vnder his Charg",cleaned_VCRSection7.json
1759,Curing,GPE,"474 RECORDS OF THE VIRGINIA COMPANY

15 Item after Corne wee Comend vnto your care the matter of Silke wch his Ma’ heretofore espetially to commied vnto vs, and out of his owne store hath moste gratiouslie been pleased often to furnish our Company with Seed: In supply of wch more hath bin since sent",cleaned_VCRSection7.json
1759,Seasons,LOC,"474 RECORDS OF THE VIRGINIA COMPANY

15 Item after Corne wee Comend vnto your care the matter of Silke wch his Ma’ heretofore espetially to commied vnto vs, and out of his owne store hath moste gratiouslie been pleased often to furnish our Company with Seed: In supply of wch more hath bin since sent",cleaned_VCRSection7.json
1760,England,GPE,"JULY 24, 1621

475

paynes and charge bee prouided, & although wee haue receiued some notice that fitting places for their works are not there easylie found out yett wee hope that diligence fitting to bee vsed in a case of so generall benefit, hath discovered how to make vse of their skills by this ",cleaned_VCRSection7.json
1760,Virginia,GPE,"JULY 24, 1621

475

paynes and charge bee prouided, & although wee haue receiued some notice that fitting places for their works are not there easylie found out yett wee hope that diligence fitting to bee vsed in a case of so generall benefit, hath discovered how to make vse of their skills by this ",cleaned_VCRSection7.json
1760,Virginia,GPE,"JULY 24, 1621

475

paynes and charge bee prouided, & although wee haue receiued some notice that fitting places for their works are not there easylie found out yett wee hope that diligence fitting to bee vsed in a case of so generall benefit, hath discovered how to make vse of their skills by this ",cleaned_VCRSection7.json
1761,Virginia,GPE,"476 RECORDS OF THE VIRGINIA COMPANY fall to the ground, there were little hope that ever they would be revived again. And whereas we have been so circumspect as to contract with many masters severally for the erecting of the said works, whereby we hoped though some miscarried or failed others should",cleaned_VCRSection7.json
1762,Virginia,GPE,"JULY 24, 1621

27 Item whereas wee haue many times found losse & interruption in our buissines through want of frequent relacon from Virginia wee therfore requier you att least to make a quarterly dispatch vnto vs, the duplicate wherof to bee duely sent by the next oppertunytie of Shipping after.

2",cleaned_VCRSection7.json
1762,Shipping,GPE,"JULY 24, 1621

27 Item whereas wee haue many times found losse & interruption in our buissines through want of frequent relacon from Virginia wee therfore requier you att least to make a quarterly dispatch vnto vs, the duplicate wherof to bee duely sent by the next oppertunytie of Shipping after.

2",cleaned_VCRSection7.json
1762,Virginia,GPE,"JULY 24, 1621

27 Item whereas wee haue many times found losse & interruption in our buissines through want of frequent relacon from Virginia wee therfore requier you att least to make a quarterly dispatch vnto vs, the duplicate wherof to bee duely sent by the next oppertunytie of Shipping after.

2",cleaned_VCRSection7.json
1762,Virginia,GPE,"JULY 24, 1621

27 Item whereas wee haue many times found losse & interruption in our buissines through want of frequent relacon from Virginia wee therfore requier you att least to make a quarterly dispatch vnto vs, the duplicate wherof to bee duely sent by the next oppertunytie of Shipping after.

2",cleaned_VCRSection7.json
1762,Lands,GPE,"JULY 24, 1621

27 Item whereas wee haue many times found losse & interruption in our buissines through want of frequent relacon from Virginia wee therfore requier you att least to make a quarterly dispatch vnto vs, the duplicate wherof to bee duely sent by the next oppertunytie of Shipping after.

2",cleaned_VCRSection7.json
1763,Virginia,GPE,"478 RECORDS OF THE VIRGINIA COMPANY

31 Item the oppressing and immoderate fees heretofore exacted in Virginia by divers officers in valuation of their paynes & travell for the Colonies service hath partly occasioned the settling a Competent revenue to arise thereby tenants to every chief officer we",cleaned_VCRSection7.json
1763,Colonies,GPE,"478 RECORDS OF THE VIRGINIA COMPANY

31 Item the oppressing and immoderate fees heretofore exacted in Virginia by divers officers in valuation of their paynes & travell for the Colonies service hath partly occasioned the settling a Competent revenue to arise thereby tenants to every chief officer we",cleaned_VCRSection7.json
1763,England,GPE,"478 RECORDS OF THE VIRGINIA COMPANY

31 Item the oppressing and immoderate fees heretofore exacted in Virginia by divers officers in valuation of their paynes & travell for the Colonies service hath partly occasioned the settling a Competent revenue to arise thereby tenants to every chief officer we",cleaned_VCRSection7.json
1764,Virginia,GPE,"JULY 24, 1621

35 Item in case of the gouernor death or remouall or suspencon by order fro hence vntill other dyrection frō vs can come wee require that the Counsell or Major part of them then residing in Virginia, doe Imediately assemble themselues and wthin fourteene dayes or sooner find out of t",cleaned_VCRSection7.json
1765,Negative voyce,LOC,"480 RECORDS OF THE VIRGINIA COMPANY

mine and punish at his good discretion any emergent businesse neglect or contempt of authority in any kind or whatsoeuer negligence or contempt may bee found in any person ther residing or being, Except only those of the Counsell for ther owne persons whoe are in",cleaned_VCRSection7.json
1765,Virginia,GPE,"480 RECORDS OF THE VIRGINIA COMPANY

mine and punish at his good discretion any emergent businesse neglect or contempt of authority in any kind or whatsoeuer negligence or contempt may bee found in any person ther residing or being, Except only those of the Counsell for ther owne persons whoe are in",cleaned_VCRSection7.json
1766,the sea Coast,LOC,"JULY 24, 1621

44 Item as wee hold it most necessarie that you provide for your generall safety and securing of your selues and estates together: So doe wee conceaue it a matter of exceeding great advantage & encouragement to discover euery day farther by the sea Coast and within Land about which we",cleaned_VCRSection7.json
1766,Virginia,GPE,"JULY 24, 1621

44 Item as wee hold it most necessarie that you provide for your generall safety and securing of your selues and estates together: So doe wee conceaue it a matter of exceeding great advantage & encouragement to discover euery day farther by the sea Coast and within Land about which we",cleaned_VCRSection7.json
1767,England,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Scotland,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,France,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Ireland,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,England France,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Ireland,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Scotland,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,VIRGINIA,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Washington,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,England,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Virginia,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,the City of London,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Virginia,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1767,Virginia,GPE,"482 RECORDS OF THE VIRGINIA COMPANY

a further Charge, Given under the Counsell seale the fower and twentith day of Julie 1621 And in the yeare of the raigne of our soueraigne Lord James by the grace of God of England Scotland France and Ireland defender of the faith &c. That is to say of England Fr",cleaned_VCRSection7.json
1768,Virginia,GPE,"JULY 24, 1681

483

of all inconveniencies growing from time to time, As also for the advancing of Increase strength stability and prosperity of the said Colony. Wee therefore the said Treasurer Counsell and Company, by authority directed to us from his Ma** under his great seale upon mature deliber",cleaned_VCRSection7.json
1768,Chosen,GPE,"JULY 24, 1681

483

of all inconveniencies growing from time to time, As also for the advancing of Increase strength stability and prosperity of the said Colony. Wee therefore the said Treasurer Counsell and Company, by authority directed to us from his Ma** under his great seale upon mature deliber",cleaned_VCRSection7.json
1768,Virginia,GPE,"JULY 24, 1681

483

of all inconveniencies growing from time to time, As also for the advancing of Increase strength stability and prosperity of the said Colony. Wee therefore the said Treasurer Counsell and Company, by authority directed to us from his Ma** under his great seale upon mature deliber",cleaned_VCRSection7.json
1768,Virginia,GPE,"JULY 24, 1681

483

of all inconveniencies growing from time to time, As also for the advancing of Increase strength stability and prosperity of the said Colony. Wee therefore the said Treasurer Counsell and Company, by authority directed to us from his Ma** under his great seale upon mature deliber",cleaned_VCRSection7.json
1768,Assemblie,GPE,"JULY 24, 1681

483

of all inconveniencies growing from time to time, As also for the advancing of Increase strength stability and prosperity of the said Colony. Wee therefore the said Treasurer Counsell and Company, by authority directed to us from his Ma** under his great seale upon mature deliber",cleaned_VCRSection7.json
1769,England,GPE,"484 RECORDS OF THE VIRGINIA COMPANY shall be decyded determined & ordred by the greater part of the voyces then present, Reserueing alwaies to the Gouernor a negatiue voyce, And this generall assembly shall haue free power, to treat Consult & conclude as well of all emergent occasions concerning the",cleaned_VCRSection7.json
1769,Maᵗˢ,LOC,"484 RECORDS OF THE VIRGINIA COMPANY shall be decyded determined & ordred by the greater part of the voyces then present, Reserueing alwaies to the Gouernor a negatiue voyce, And this generall assembly shall haue free power, to treat Consult & conclude as well of all emergent occasions concerning the",cleaned_VCRSection7.json
1769,& Ireland,GPE,"484 RECORDS OF THE VIRGINIA COMPANY shall be decyded determined & ordred by the greater part of the voyces then present, Reserueing alwaies to the Gouernor a negatiue voyce, And this generall assembly shall haue free power, to treat Consult & conclude as well of all emergent occasions concerning the",cleaned_VCRSection7.json
1769,Scotland,GPE,"484 RECORDS OF THE VIRGINIA COMPANY shall be decyded determined & ordred by the greater part of the voyces then present, Reserueing alwaies to the Gouernor a negatiue voyce, And this generall assembly shall haue free power, to treat Consult & conclude as well of all emergent occasions concerning the",cleaned_VCRSection7.json
1769,Scotland,GPE,"484 RECORDS OF THE VIRGINIA COMPANY shall be decyded determined & ordred by the greater part of the voyces then present, Reserueing alwaies to the Gouernor a negatiue voyce, And this generall assembly shall haue free power, to treat Consult & conclude as well of all emergent occasions concerning the",cleaned_VCRSection7.json
1770,Virginia,GPE,"JULY 25, 1621

485

CLXXXIV. Treasurer and Company. Letter to Governor and Council in Virginia

July 25, 1621

Manuscript Records, Virginia Company, III, Part ii, Pages 15, 16 Document in Library of Congress, Washington, D. C. List of Records No. 262

Copy of a tre to the Governor and Counsell of St",cleaned_VCRSection7.json
1770,Washington,GPE,"JULY 25, 1621

485

CLXXXIV. Treasurer and Company. Letter to Governor and Council in Virginia

July 25, 1621

Manuscript Records, Virginia Company, III, Part ii, Pages 15, 16 Document in Library of Congress, Washington, D. C. List of Records No. 262

Copy of a tre to the Governor and Counsell of St",cleaned_VCRSection7.json
1770,Virginia,GPE,"JULY 25, 1621

485

CLXXXIV. Treasurer and Company. Letter to Governor and Council in Virginia

July 25, 1621

Manuscript Records, Virginia Company, III, Part ii, Pages 15, 16 Document in Library of Congress, Washington, D. C. List of Records No. 262

Copy of a tre to the Governor and Counsell of St",cleaned_VCRSection7.json
1770,Elizabeth City,GPE,"JULY 25, 1621

485

CLXXXIV. Treasurer and Company. Letter to Governor and Council in Virginia

July 25, 1621

Manuscript Records, Virginia Company, III, Part ii, Pages 15, 16 Document in Library of Congress, Washington, D. C. List of Records No. 262

Copy of a tre to the Governor and Counsell of St",cleaned_VCRSection7.json
1770,Chirurgery,GPE,"JULY 25, 1621

485

CLXXXIV. Treasurer and Company. Letter to Governor and Council in Virginia

July 25, 1621

Manuscript Records, Virginia Company, III, Part ii, Pages 15, 16 Document in Library of Congress, Washington, D. C. List of Records No. 262

Copy of a tre to the Governor and Counsell of St",cleaned_VCRSection7.json
1771,Sea,LOC,"486 RECORDS OF THE VIRGINIA COMPANY

erly sent must be deliuered him, and the Land belonginge to his place sett out, and what are wantinge of the number of Twenty, are to be supplied out of the Companyes Tenants wch wee doubt not but may be done wth theire very good satisfaction. Itt is oʳ expresse ",cleaned_VCRSection7.json
1771,Tenants,GPE,"486 RECORDS OF THE VIRGINIA COMPANY

erly sent must be deliuered him, and the Land belonginge to his place sett out, and what are wantinge of the number of Twenty, are to be supplied out of the Companyes Tenants wch wee doubt not but may be done wth theire very good satisfaction. Itt is oʳ expresse ",cleaned_VCRSection7.json
1771,Debts,GPE,"486 RECORDS OF THE VIRGINIA COMPANY

erly sent must be deliuered him, and the Land belonginge to his place sett out, and what are wantinge of the number of Twenty, are to be supplied out of the Companyes Tenants wch wee doubt not but may be done wth theire very good satisfaction. Itt is oʳ expresse ",cleaned_VCRSection7.json
1773,Earth,LOC,"488 RECORDS OF THE VIRGINIA COMPANY if either the Clergie heare supply or Stocke, or a returne from the Colledge Tenants shall enable vs. In the meane while they desire you to proceed in these noble courses, assuring you of all loue and respect. The vesselle of earth you sent we haue not as yett rec",cleaned_VCRSection7.json
1773,Irland,GPE,"488 RECORDS OF THE VIRGINIA COMPANY if either the Clergie heare supply or Stocke, or a returne from the Colledge Tenants shall enable vs. In the meane while they desire you to proceed in these noble courses, assuring you of all loue and respect. The vesselle of earth you sent we haue not as yett rec",cleaned_VCRSection7.json
1773,Shipp,GPE,"488 RECORDS OF THE VIRGINIA COMPANY if either the Clergie heare supply or Stocke, or a returne from the Colledge Tenants shall enable vs. In the meane while they desire you to proceed in these noble courses, assuring you of all loue and respect. The vesselle of earth you sent we haue not as yett rec",cleaned_VCRSection7.json
1773,the Sea Coast,LOC,"488 RECORDS OF THE VIRGINIA COMPANY if either the Clergie heare supply or Stocke, or a returne from the Colledge Tenants shall enable vs. In the meane while they desire you to proceed in these noble courses, assuring you of all loue and respect. The vesselle of earth you sent we haue not as yett rec",cleaned_VCRSection7.json
1775,Virginia,GPE,"490 RECORDS OF THE VIRGINIA COMPANY

Wee are in hope to send to the Colledge Tennant a very sufficient Minister. We desire you Mr. Thorpe that a house may be ready for him, and good provision to entertain him: and the like course may be held in all the Plantations. Wee desire you Mr. Thorpe, and Mr.",cleaned_VCRSection7.json
1776,Almightie,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,London,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Loving,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Virginia,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Virginia,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,VIRGINIA,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,London,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Virginia,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Highnes,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Virginia,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1776,Virginia,GPE,"AUGUST 11, 1621

491

of yo Government. And even so we commend youe and all the rest to the protection of the Almightie. London this 25 of July 1621.

Your very Lovinge friend

Signed by the Ea: of Southampton Mr Dep: Ferrar Sr Edwin Sandis Mr Nicho: Ferrar Dr Anthony Mr Gibbs Dr Gulston Mr Wrote Dr",cleaned_VCRSection7.json
1777,protec̄on,LOC,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1777,Virginia,GPE,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1777,Virginia,GPE,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1777,Englishe,GPE,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1777,Frenche,GPE,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1777,Washington,GPE,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1777,Virginia,GPE,"ffor the 3. 4. 5. 6. 7, Articles 492 RECORDS OF THE VIRGINIA COMPANY fruitfull land vnder the protec̄on and gouernmᵗ of so mighty and pious a Monarch as his Maᵗᵗ is, that they ought not to expect of his sacred Matie any ayde of shipping or other chargeable favor. And as for the Company for Virginia ",cleaned_VCRSection7.json
1778,Virginia,GPE,"AUGUST 12, 1621

493 by reason of the absence of the most part of the Counsell, as also that busines dayly beyond our expectacion infinitely increaseth, we are constreined only to touch upon some few particulars reservinge ourselves for more opportune tyme, when with a clearer judgment we may fully ",cleaned_VCRSection7.json
1778,Boroughs,GPE,"AUGUST 12, 1621

493 by reason of the absence of the most part of the Counsell, as also that busines dayly beyond our expectacion infinitely increaseth, we are constreined only to touch upon some few particulars reservinge ourselves for more opportune tyme, when with a clearer judgment we may fully ",cleaned_VCRSection7.json
1778,Virginia,GPE,"AUGUST 12, 1621

493 by reason of the absence of the most part of the Counsell, as also that busines dayly beyond our expectacion infinitely increaseth, we are constreined only to touch upon some few particulars reservinge ourselves for more opportune tyme, when with a clearer judgment we may fully ",cleaned_VCRSection7.json
1778,Southampton,GPE,"AUGUST 12, 1621

493 by reason of the absence of the most part of the Counsell, as also that busines dayly beyond our expectacion infinitely increaseth, we are constreined only to touch upon some few particulars reservinge ourselves for more opportune tyme, when with a clearer judgment we may fully ",cleaned_VCRSection7.json
1778,Soyle,LOC,"AUGUST 12, 1621

493 by reason of the absence of the most part of the Counsell, as also that busines dayly beyond our expectacion infinitely increaseth, we are constreined only to touch upon some few particulars reservinge ourselves for more opportune tyme, when with a clearer judgment we may fully ",cleaned_VCRSection7.json
1779,Shipp,GPE,"494 RECORDS OF THE VIRGINIA COMPANY

haue given this faire begininge; for the reimbursinge of whose charges, itt is ordered that where every man that Marries them giue 120 lb waight of the best leafe Tobacco for each of them, and in case any of them dye that proportion must be advanced to make it vp",cleaned_VCRSection7.json
